Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Crystallization_Method_Clean,Component_1_Name_Clean,Component_1_Conc_Normalized,Conc_Unit,Combined_Text,Method_Encoded,Component_Encoded,Temp (K)_scaled,pH_scaled,Matthews Coefficient_scaled,Percent Solvent Content_scaled
8C4P,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.23,44.8,NACL,3.7 M,8.5,"VAPOR DIFFUSION, SITTING DROP",NACL,0.568201724066995,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NACL",13,1317,0.28525260140101494,1.16057046377581,-0.04438007026769633,0.08497894709920549
8C4Q,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.3,46.57,NACL,3.7 M,8.5,"VAPOR DIFFUSION, SITTING DROP",NACL,0.568201724066995,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NACL",13,1317,0.28525260140101494,1.16057046377581,0.173998271401243,0.32232540223382616
8EBZ,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.11,41.59,TRIS,0.1 M,8.5,"VAPOR DIFFUSION, SITTING DROP",TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] TRIS",13,2227,0.28525260140101494,1.16057046377581,-0.41874294170016496,-0.34546292916188465
8FNS,"VAPOR DIFFUSION, SITTING DROP",298.0,7.0,1.99,38.16,AMMONIUM SULFATE,0.1 M,7.0,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM SULFATE,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM SULFATE",13,530,1.1172916422942207,0.1374320307543385,-0.7931058131326328,-0.805405494761743
8FTG,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.01,38.92,THE VHH/CAFFEINE COMPLEX WAS CRYSTALLIZED USING THE HANGING-DROP VAPOR DIFFUSION METHOD. THE DROPS CONTAINED 2 MICROLITERS OF THE 20 MG/ML COMPLEX AND 2 MICROLITERS OF THE WELL MOTHER LIQUOR WHICH CONTAINED 0.1 M BIS-TRIS (,,5.5,"VAPOR DIFFUSION, HANGING DROP",THE VHH CAFFEINE COMPLEX WAS CRYSTALLIZED USING THE HANGING-DROP VAPOR DIFFUSION METHOD. THE DROPS CONTAINED 2 MICROLITERS OF THE 20 MG ML COMPLEX AND 2 MICROLITERS OF THE WELL MOTHER LIQUOR WHICH CONTAINED 0.1 M BIS-TRIS (,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] THE VHH CAFFEINE COMPLEX WAS CRYSTALLIZED USING THE HANGING-DROP VAPOR DIFFUSION METHOD. THE DROPS CONTAINED 2 MICROLITERS OF THE 20 MG ML COMPLEX AND 2 MICROLITERS OF THE WELL MOTHER LIQUOR WHICH CONTAINED 0.1 M BIS-TRIS (",12,2207,0.28525260140101494,-0.8857064022671332,-0.7307120012272221,-0.7034940225005494
8OM8,"VAPOR DIFFUSION, HANGING DROP",293.0,4.0,1.97,37.47,SODIUM CHLORIDE,1.1 M,4.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM CHLORIDE,0.04139268515822508,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CHLORIDE",12,2038,0.28525260140101494,-1.9088448352886047,-0.8554996250380443,-0.8979303840515098
8OMS,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,1.97,37.67,SUCCINIC ACID AT,0.8 M,7.0,"VAPOR DIFFUSION, HANGING DROP",SUCCINIC ACID AT,-0.09691001300805639,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SUCCINIC ACID AT",12,2160,0.28525260140101494,0.1374320307543385,-0.8554996250380443,-0.8711115755617218
8OMT,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,1.93,36.38,"SODIUM FORMATE
0.1 M HEPES BUFFER",2.0 M,7.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM FORMATE 0.1 M HEPES BUFFER,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM FORMATE 0.1 M HEPES BUFFER",12,2084,0.28525260140101494,0.47847817509482904,-0.9802872488488672,-1.0440928903208517
8ONV,"VAPOR DIFFUSION, HANGING DROP",278.0,5.7,2.53,51.4,MGCL2,0.2mM,5.7,"VAPOR DIFFUSION, HANGING DROP",MGCL2,-3.6989700043360187,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] MGCL2",12,1167,-2.2108645212786024,-0.7492879445309368,0.8915271083134738,0.9699996272621965
8SRZ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.91,57.71,SODIUM FORMATE,4 M,7.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM FORMATE,0.6020599913279624,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM FORMATE",12,2080,-0.04756301495626737,0.1374320307543385,2.077009534516291,1.8161330351149956
7XLZ,"VAPOR DIFFUSION, SITTING DROP",293.0,6.1,2.03,39.28,THE CRYSTAL OF VASIP WAS GROWN IN THE DROP CONTAINING 1.4 UL PROTEIN SOLUTION (60 MG/ML IN 10 MM HEPES,,6.1,"VAPOR DIFFUSION, SITTING DROP",THE CRYSTAL OF VASIP WAS GROWN IN THE DROP CONTAINING 1.4 UL PROTEIN SOLUTION (60 MG ML IN 10 MM HEPES,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] THE CRYSTAL OF VASIP WAS GROWN IN THE DROP CONTAINING 1.4 UL PROTEIN SOLUTION (60 MG ML IN 10 MM HEPES",13,2178,0.28525260140101494,-0.47645102905854475,-0.6683181893218106,-0.6552201672189317
7XWF,"VAPOR DIFFUSION, SITTING DROP",295.0,6.9,2.43,49.35,CALCIUM ACETATE HYDRATE,0.2 M,6.9,"VAPOR DIFFUSION, SITTING DROP",CALCIUM ACETATE HYDRATE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] CALCIUM ACETATE HYDRATE",13,698,0.6180682177582972,0.06922280188624062,0.579558048786418,0.695106840241874
7ZW5,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.47,50.24,SODIUM ACETATE,0.1 M,4.6,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.4995894620800163,0.7043456725972409,0.8144505380214289
7ZWB,"VAPOR DIFFUSION, HANGING DROP",298.0,8.0,2.09,41.15,SODIUM CITRATE,1.5 M,8.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE,0.17609125905568124,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE",12,2047,1.1172916422942207,0.8195243194353196,-0.4811367536055764,-0.404464307839418
7ZWE,VAPOR DIFFUSION,298.0,6.5,2.0,38.43,MES,112.5mM,6.5,VAPOR DIFFUSION,MES,-0.9488474775526187,MM,VAPOR DIFFUSION [SEP] MES,11,1135,1.1172916422942207,-0.20361411358615206,-0.7619089071799271,-0.7692001033005292
7ZWG,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,1.99,38.15,MES,112.5mM,6.5,"VAPOR DIFFUSION, HANGING DROP",MES,-0.9488474775526187,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] MES",12,1135,1.1172916422942207,-0.20361411358615206,-0.7931058131326328,-0.806746435186232
8A7C,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.42,49.24,BIS-TRIS,0.1 M,5.5,"VAPOR DIFFUSION, SITTING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] BIS-TRIS",13,629,0.28525260140101494,-0.8857064022671332,0.5483611428337116,0.6803564955724909
8A7J,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.4,48.8,BIS-TRIS,0.1 M,5.5,"VAPOR DIFFUSION, SITTING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] BIS-TRIS",13,629,0.28525260140101494,-0.8857064022671332,0.4859673309283002,0.6213551168949575
8A7K,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.43,49.35,BIS-TRIS,0.1 M,6.5,"VAPOR DIFFUSION, SITTING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] BIS-TRIS",13,629,0.28525260140101494,-0.20361411358615206,0.579558048786418,0.695106840241874
8AN9,"VAPOR DIFFUSION, SITTING DROP",291.15,7.5,2.13,42.16,HEPES,0.1 M,7.5,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,-0.022601843729474984,0.47847817509482904,-0.3563491297947535,-0.2690293249659909
8ANO,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.14,42.62,HEPES,0.1 M,7.5,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,-0.04756301495626737,0.47847817509482904,-0.3251522238420471,-0.2073460654394793
8AOO,"VAPOR DIFFUSION, SITTING DROP",291.0,7.5,2.06,40.2,AMMONIUM ACETATE,0.2 M,7.5,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM ACETATE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM ACETATE",13,482,-0.04756301495626737,0.47847817509482904,-0.5747274714636929,-0.5318536481659085
8CE2,"VAPOR DIFFUSION, HANGING DROP",298.0,6.5,2.31,46.69,2-METHYL-2,7% (v/v),6.5,"VAPOR DIFFUSION, HANGING DROP",2-METHYL-2,-0.1549019599857432,%,"VAPOR DIFFUSION, HANGING DROP [SEP] 2-METHYL-2",12,269,1.1172916422942207,-0.20361411358615206,0.2051951773539494,0.3384166873276984
8D0Q,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.4,48.0,AMMONIUM SULFATE,1.6 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,0.8195243194353196,0.4859673309283002,0.5140798829358074
8EHU,"VAPOR DIFFUSION, HANGING DROP",294.0,8.5,2.41,49.0,PEG 4000 + 0.2 M LITHIUM CHLORIDE + 0.1 M TRIS-HCL,18% (w/v),8.5,"VAPOR DIFFUSION, HANGING DROP",PEG 4000 + 0.2 M LITHIUM CHLORIDE + 0.1 M TRIS-HCL,0.25527250510330607,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4000 + 0.2 M LITHIUM CHLORIDE + 0.1 M TRIS-HCL",12,1480,0.4516604095796561,1.16057046377581,0.5171642368810065,0.6481739253847455
8EK9,"VAPOR DIFFUSION, HANGING DROP",294.0,7.6,2.42,49.0,PEG 4,22% (w/v),7.6,"VAPOR DIFFUSION, HANGING DROP",PEG 4,0.3424226808222063,%,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 4",12,1476,0.4516604095796561,0.5466874039629269,0.5483611428337116,0.6481739253847455
8SX6,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.26,45.5,V/V MPD,10%,7.0,"VAPOR DIFFUSION, SITTING DROP",V V MPD,0.0,%,"VAPOR DIFFUSION, SITTING DROP [SEP] V V MPD",13,2291,-0.04756301495626737,0.1374320307543385,0.04921064759042013,0.17884477681346247
7UYA,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.06,40.24,"MAGNESIUM CHLORIDE
0.1 M TRIS HYDROCHLORIDE",0.2 M,8.5,"VAPOR DIFFUSION, SITTING DROP",MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE",13,1093,-0.04756301495626737,1.16057046377581,-0.5747274714636929,-0.5264898864679511
7UYB,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.07,40.67,"MAGNESIUM CHLORIDE
0.1 M TRIS HYDROCHLORIDE",0.2 M,8.5,"VAPOR DIFFUSION, SITTING DROP",MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE",13,1093,-0.04756301495626737,1.16057046377581,-0.5435305655109878,-0.46882944821490785
7UYC,"VAPOR DIFFUSION, SITTING DROP",291.0,8.5,2.07,40.61,"MAGNESIUM CHLORIDE
0.1 M TRIS HYDROCHLORIDE",0.2 M,8.5,"VAPOR DIFFUSION, SITTING DROP",MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] MAGNESIUM CHLORIDE 0.1 M TRIS HYDROCHLORIDE",13,1093,-0.04756301495626737,1.16057046377581,-0.5435305655109878,-0.4768750907618444
7UYD,"VAPOR DIFFUSION, SITTING DROP",291.0,7.6,2.05,39.98,"AMMONIUM ACETATE
0.1 M TRIS HYDROCHLORIDE",0.3 M,7.6,"VAPOR DIFFUSION, SITTING DROP",AMMONIUM ACETATE 0.1 M TRIS HYDROCHLORIDE,-0.5228787452803376,M,"VAPOR DIFFUSION, SITTING DROP [SEP] AMMONIUM ACETATE 0.1 M TRIS HYDROCHLORIDE",13,488,-0.04756301495626737,0.5466874039629269,-0.6059243774163993,-0.5613543375046757
7XTX,"VAPOR DIFFUSION, HANGING DROP",283.0,8.0,2.75,55.3,"AMMONIUM SULFATE
0.1 M TRIS-HCL (",2.0 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE 0.1 M TRIS-HCL (,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE 0.1 M TRIS-HCL (",12,541,-1.3788254803853965,0.8195243194353196,1.5778590392729996,1.4929663928130545
7Y73,"VAPOR DIFFUSION, HANGING DROP",289.0,5.59,1.97,37.67,MGCL2,0.2 M,5.59,"VAPOR DIFFUSION, HANGING DROP",MGCL2,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] MGCL2",12,1167,-0.3803786313135497,-0.824318096285845,-0.8554996250380443,-0.8711115755617218
7YDB,"VAPOR DIFFUSION, HANGING DROP",291.0,6.62,2.38,48.24,AMMONIUM ACETATE,0.2 M,6.62,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM ACETATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM ACETATE",12,482,-0.04756301495626737,-0.12176303894443426,0.42357351902288876,0.5462624531235528
7YHR,"VAPOR DIFFUSION, HANGING DROP",293.15,7.8,2.67,53.88,SODIUM CITRATE TRIBASIC DIGYDRATE,1.6 M,6.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM CITRATE TRIBASIC DIGYDRATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CITRATE TRIBASIC DIGYDRATE",12,2065,0.3102137726278073,0.6831058616991232,1.328283791651354,1.3025528525355632
7ZU6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,1.96,37.23,"SODIUM FORMATE
0.1 M HEPES BUFFER",2.0 M,7.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM FORMATE 0.1 M HEPES BUFFER,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM FORMATE 0.1 M HEPES BUFFER",12,2084,0.28525260140101494,0.47847817509482904,-0.88669653099075,-0.9301129542392552
7ZUG,"VAPOR DIFFUSION, SITTING DROP",291.0,6.5200000000000005,2.53,51.33,"KI  200 MM
PEG 3350 20%",,6.5200000000000005,"VAPOR DIFFUSION, SITTING DROP",KI 200 MM PEG 3350 20%,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] KI 200 MM PEG 3350 20%",13,1023,-0.04756301495626737,-0.18997226781253213,0.8915271083134738,0.9606130442907708
8AWU,BATCH MODE,293.0,6.2,2.73,54.9,PEG3350,35% (w/v),6.2,BATCH MODE,PEG3350,0.5440680443502757,%,BATCH MODE [SEP] PEG3350,0,1578,0.28525260140101494,-0.40824180019044626,1.5154652273675882,1.4393287758334794
8C5D,"VAPOR DIFFUSION, HANGING DROP",289.0,8.0,2.35,47.66,PEG 6000 20% (W/V),,8.0,"VAPOR DIFFUSION, HANGING DROP",PEG 6000 20% (W V),-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] PEG 6000 20% (W V)",12,1508,-0.3803786313135497,0.8195243194353196,0.3299828011647723,0.46848790850316807
8C6P,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.92,36.05,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-1.011484154801573,-1.088343924329002
8C6Q,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.92,35.8,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-1.011484154801573,-1.1218674349412365
8C6S,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.92,36.09,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-1.011484154801573,-1.0829801626310436
8C6T,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.92,35.86,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-1.011484154801573,-1.1138217923943
8C71,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.95,36.94,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-0.9178934369434557,-0.9690002265494471
8C72,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.93,36.39,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-0.9802872488488672,-1.0427519498963627
8C74,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,1.9,35.27,SODIUM ACETATE,0.1 M,4.5,"VAPOR DIFFUSION, HANGING DROP",SODIUM ACETATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM ACETATE",12,1993,0.28525260140101494,-1.5677986909481143,-1.0738779667069842,-1.1929372774391729
8CV5,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,3.02,59.26,SODIUM SULFATE,0.2 M,7.0,"VAPOR DIFFUSION, SITTING DROP",SODIUM SULFATE,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM SULFATE",13,2127,-0.04756301495626737,0.1374320307543385,2.4201754999960534,2.0239788009108493
8D0P,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.4,48.0,AMMONIUM SULFATE,1.6 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,0.8195243194353196,0.4859673309283002,0.5140798829358074
8D0R,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.4,48.0,AMMONIUM SULFATE,1.6 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,0.8195243194353196,0.4859673309283002,0.5140798829358074
8D0S,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.4,48.0,AMMONIUM SULFATE,2.0 M,8.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.3010299956639812,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,1.16057046377581,0.4859673309283002,0.5140798829358074
8D0U,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.4,48.0,AMMONIUM SULFATE,1.6 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,0.8195243194353196,0.4859673309283002,0.5140798829358074
8D0W,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.4,48.0,AMMONIUM SULFATE,1.6 M,8.0,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.2041199826559248,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,0.8195243194353196,0.4859673309283002,0.5140798829358074
8D0X,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.4,48.0,AMMONIUM SULFATE,1.8 M,8.5,"VAPOR DIFFUSION, HANGING DROP",AMMONIUM SULFATE,0.25527250510330607,M,"VAPOR DIFFUSION, HANGING DROP [SEP] AMMONIUM SULFATE",12,530,0.28525260140101494,1.16057046377581,0.4859673309283002,0.5140798829358074
8DPY,"VAPOR DIFFUSION, HANGING DROP",298.0,7.25,2.09,41.02,PEPTIDE,4 mM,7.25,"VAPOR DIFFUSION, HANGING DROP",PEPTIDE,-2.3979400086720375,MM,"VAPOR DIFFUSION, HANGING DROP [SEP] PEPTIDE",12,1654,1.1172916422942207,0.3079551029245838,-0.4811367536055764,-0.4218965333577793
8ESE,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.14,42.46,BIS-TRIS,0.1 M,5.5,"VAPOR DIFFUSION, HANGING DROP",BIS-TRIS,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] BIS-TRIS",12,629,0.28525260140101494,-0.8857064022671332,-0.3251522238420471,-0.22880111223130892
8FSI,"VAPOR DIFFUSION, HANGING DROP",300.0,9.0,2.03,39.44,4 UL OF PROTEIN (10 MG/ML PFL-AE-CCR8 IN 12.5 MM HEPES,,9.0,"VAPOR DIFFUSION, HANGING DROP",4 UL OF PROTEIN (10 MG ML PFL-AE-CCR8 IN 12.5 MM HEPES,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, HANGING DROP [SEP] 4 UL OF PROTEIN (10 MG ML PFL-AE-CCR8 IN 12.5 MM HEPES",12,387,1.4501072586515031,1.5016166081163007,-0.6683181893218106,-0.6337651204271021
8FUI,"VAPOR DIFFUSION, HANGING DROP",298.0,5.4,2.7,54.48,NACL,1.1 M,5.4,"VAPOR DIFFUSION, HANGING DROP",NACL,0.04139268515822508,M,"VAPOR DIFFUSION, HANGING DROP [SEP] NACL",12,1317,1.1172916422942207,-0.953915631135231,1.4218745095094718,1.3830092780049252
8FUJ,"VAPOR DIFFUSION, HANGING DROP",298.0,6.0,2.7,54.48,SODIUM CHLORIDE AND 0.1 M SODIUM ACETATE,0.57M,6.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM CHLORIDE AND 0.1 M SODIUM ACETATE,-0.24412514432750865,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CHLORIDE AND 0.1 M SODIUM ACETATE",12,2045,1.1172916422942207,-0.5446602579266426,1.4218745095094718,1.3830092780049252
8G53,"VAPOR DIFFUSION, SITTING DROP",293.0,6.960000000000001,2.16,43.12,LITHIUM SULFATE 0.1 M TRIS: HCL,0.2 M,6.960000000000001,"VAPOR DIFFUSION, SITTING DROP",LITHIUM SULFATE 0.1 M TRIS: HCL,-0.6989700043360187,M,"VAPOR DIFFUSION, SITTING DROP [SEP] LITHIUM SULFATE 0.1 M TRIS: HCL",13,1065,0.28525260140101494,0.11014833920709982,-0.2627584119366357,-0.1402990442150103
8OOD,"VAPOR DIFFUSION, SITTING DROP",293.0,7.5,2.67,53.95,LISO4,2.13M,7.5,"VAPOR DIFFUSION, SITTING DROP",LISO4,0.3283796034387377,M,"VAPOR DIFFUSION, SITTING DROP [SEP] LISO4",13,1047,0.28525260140101494,0.47847817509482904,1.328283791651354,1.3119394355069889
7XPO,"VAPOR DIFFUSION, SITTING DROP",300.0,6.18,2.3,46.43,SODIUM MALONATE,0.1M,5.0,"VAPOR DIFFUSION, SITTING DROP",SODIUM MALONATE,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] SODIUM MALONATE",13,2101,1.4501072586515031,-0.4218836459640662,0.173998271401243,0.3035522362909748
7YC9,"VAPOR DIFFUSION, HANGING DROP",277.0,7.9,2.35,47.71,SODIUM CACODYLATE TRIHYDRATE,0.1M,7.0,"VAPOR DIFFUSION, HANGING DROP",SODIUM CACODYLATE TRIHYDRATE,-1.0,M,"VAPOR DIFFUSION, HANGING DROP [SEP] SODIUM CACODYLATE TRIHYDRATE",12,2037,-2.3772723294572438,0.7513150905672217,0.3299828011647723,0.4751926106256156
7ZS2,"VAPOR DIFFUSION, HANGING DROP",293.0,6.58,2.34,47.39,CALCIUM ACETATE,0.2 M,6.58,"VAPOR DIFFUSION, HANGING DROP",CALCIUM ACETATE,-0.6989700043360187,M,"VAPOR DIFFUSION, HANGING DROP [SEP] CALCIUM ACETATE",12,697,0.28525260140101494,-0.14904673049167352,0.2987858952120659,0.43228251704195536
8A4O,"VAPOR DIFFUSION, SITTING DROP",294.0,7.2,3.0,59.04,NA-ACETATE,0.1 M,5.0,"VAPOR DIFFUSION, SITTING DROP",NA-ACETATE,-1.0,M,"VAPOR DIFFUSION, SITTING DROP [SEP] NA-ACETATE",13,1289,0.4516604095796561,0.27385048849053484,2.357781688090642,1.9944781115720829
8CRY,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.34,47.39,ADA,0.05 M,6.5,"VAPOR DIFFUSION, SITTING DROP",ADA,-1.3010299956639813,M,"VAPOR DIFFUSION, SITTING DROP [SEP] ADA",13,459,0.28525260140101494,-0.20361411358615206,0.2987858952120659,0.43228251704195536
8CRZ,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,2.28,46.0,HEPES,0.05 M,7.0,"VAPOR DIFFUSION, SITTING DROP",HEPES,-1.3010299956639813,M,"VAPOR DIFFUSION, SITTING DROP [SEP] HEPES",13,923,0.28525260140101494,0.1374320307543385,0.11160445949583156,0.24589179803793149
8CWT,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,3.11,60.5,10-20 MM NICL2,,8.0,"VAPOR DIFFUSION, SITTING DROP",10-20 MM NICL2,-0.6989700043360187,UNKNOWN,"VAPOR DIFFUSION, SITTING DROP [SEP] 10-20 MM NICL2",13,167,0.28525260140101494,0.8195243194353196,2.7009476535704042,2.1902554135475323
