Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Temp_pH_interaction,Matthews_Solvent_interaction,pH_diff,Solvent_Matthews_ratio,Temp_Category,pH_Category
8SDV,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.94,36.46,IMIDAZOLE,0.1,7.0,2051.0,70.7324,0.0,18.793804745461472,Medium,Neutral
7YQS,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.07,40.51,PROTEIN SOLUTION : PROTEIN 24MG/ML,1.5326587378968064,8.5,2490.5,83.85569999999998,0.0,19.570038855053692,Medium,Basic
8G2R,"VAPOR DIFFUSION, SITTING DROP",293.0,6.0,2.2,44.21,SODIUM ACETATE,0.1,6.0,1758.0,97.26200000000001,0.0,20.095445411161176,Medium,Acidic
8G2T,"VAPOR DIFFUSION, SITTING DROP",293.0,8.0,2.18,43.53,HEPES,0.1,8.0,2344.0,94.89540000000001,0.0,19.967880748678553,Medium,Neutral
8HU5,"VAPOR DIFFUSION, HANGING DROP",293.15,6.0,2.11,41.69,V/V (+/-)-2-METHYL-2,1.0,6.0,1758.8999999999999,87.96589999999999,0.0,19.75828447474669,Medium,Acidic
8I50,"VAPOR DIFFUSION, HANGING DROP",293.15,6.072873664275466,2.54,51.63,V/V (+/-)-2-METHYL-2,1.0,6.072873664275466,1780.2629146823529,131.14020000000002,0.0,20.32676365088045,Medium,Neutral
8ORI,"VAPOR DIFFUSION, HANGING DROP",292.0,7.5,2.21,44.28,HEPES,0.1,7.5,2190.0,97.8588,0.0,20.03619002887329,Medium,Neutral
8OSW,"VAPOR DIFFUSION, HANGING DROP",292.0,7.5,2.23,44.85,HEPES,0.1,7.5,2190.0,100.0155,0.0,20.11209860444009,Medium,Neutral
8SOG,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.09,41.28,PROTEINASE K WAS DISSOLVED AT,1.6458992969468689,7.5,2235.0,86.2752,0.0,19.75118672192023,High,Neutral
8SOV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.06,40.29,PROTEINASE K WAS DISSOLVED AT,1.6655856848558512,7.5,2235.0,82.9974,0.0,19.558242932891776,High,Neutral
8SPL,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.06,40.4,PROTEINASE K WAS DISSOLVED AT,1.6634024031780594,7.5,2235.0,83.224,0.0,19.61164096522283,High,Neutral
8SQV,"VAPOR DIFFUSION, HANGING DROP",298.0,7.5,2.07,40.45,PROTEINASE K WAS DISSOLVED AT,1.6623977181458098,7.5,2235.0,83.7315,0.0,19.541053361809972,High,Neutral
8SVY,VAPOR DIFFUSION,285.0,7.5,2.25,45.47,PEG3350,1.9,7.5,2137.5,102.3075,0.0,20.208879907164484,Medium,Neutral
8AN5,"VAPOR DIFFUSION, HANGING DROP",294.0,6.251323773433072,2.29,46.38,"SODIUM FLUORIDE
0.1 M BIS-TRIS PROPANE",0.2,6.5,1837.8891893893233,106.21020000000001,-0.24867622656692756,20.25326626494923,Medium,Neutral
8ANH,"EVAPORATION, RECRYSTALLIZATION",310.0,5.581947833838654,1.52,19.31,PEPTIDE WAS DISSOLVED IN 30% ACETONITRILE AT 0.2 MG/ML CONCENTRATION AND INCUBATED AT 310K,2.3870445901135113,5.581947833838654,1730.4038284899827,29.3512,0.0,12.70393901056644,High,Acidic
8ANI,"EVAPORATION, RECRYSTALLIZATION",293.0,6.779999999999999,1.54,20.38,PEPTIDE WAS DISSOLVED IN 10% ETHANOL AT 0.5 MG/ML CONCENTRATION,1.9475941443705684,6.779999999999999,1986.5399999999997,31.385199999999998,0.0,13.233757640417116,Medium,Neutral
8ANK,"EVAPORATION, RECRYSTALLIZATION",310.0,6.242714940197616,1.45,15.46,EFIAWL WAS DISSOLVED IN 0.15 - 0.5 MG/ML CONCENTRATION IN A SOLUTION CONTAINING 30 % ACETONITRILE AND 0.1 % TFA AND INCUBATED AT 310K FOR SEVERAL WEEKS.,2.4578813610868213,6.242714940197616,1935.241631461261,22.417,0.0,10.662061612371303,High,Neutral
8ANN,"EVAPORATION, RECRYSTALLIZATION",310.0,5.8497409026814795,1.5,18.02,LYOPHILIZED PEPTIDE WAS DISSOLVED IN 0.15 - 0.5 MG/ML CONCENTRATION IN A SOLUTION CONTAINING 30% ACETONITRILE AND 0.1 % TFA AND INCUBATED AT 310K FOR SEVERAL WEEKS.,2.4103775834371035,5.8497409026814795,1813.4196798312587,27.03,0.0,12.013325324449784,High,Acidic
8BX3,"VAPOR DIFFUSION, SITTING DROP",277.0,7.857142857142858,2.65,53.58,HEPES (,0.095,7.3,2176.4285714285716,141.987,0.5571428571428578,20.218860294769698,Low,Neutral
8BXI,"VAPOR DIFFUSION, SITTING DROP",277.0,8.357142857142858,2.66,53.74,HEPES (,0.095,7.1,2314.9285714285716,142.94840000000002,1.257142857142858,20.20299992368424,Low,Basic
8BYO,"VAPOR DIFFUSION, SITTING DROP",277.0,7.857142857142858,2.64,53.48,HEPES (,0.095,7.1,2176.4285714285716,141.1872,0.757142857142858,20.257568084254512,Low,Neutral
8BYZ,"VAPOR DIFFUSION, SITTING DROP",277.0,8.214285714285714,2.63,53.15,HEPES (,0.095,7.1,2275.3571428571427,139.78449999999998,1.1142857142857139,20.209117791209966,Low,Basic
8BZ0,"VAPOR DIFFUSION, SITTING DROP",277.0,8.0,2.63,53.25,HEPES (,0.095,7.1,2216.0,140.04749999999999,0.9000000000000004,20.24714059044084,Low,Neutral
8BZA,"VAPOR DIFFUSION, SITTING DROP",277.0,7.857142857142856,2.63,53.28,HEPES (,0.095,7.1,2176.428571428571,140.1264,0.7571428571428562,20.258547430210104,Low,Neutral
8BZW,"VAPOR DIFFUSION, SITTING DROP",277.0,8.000000000000002,2.62,53.12,HEPES (,0.095,7.1,2216.0000000000005,139.1744,0.9000000000000021,20.274801421831516,Low,Basic
8C04,"VAPOR DIFFUSION, SITTING DROP",277.0,8.142857142857144,2.62,52.99,HEPES (,0.095,7.1,2255.571428571429,138.83380000000002,1.0428571428571445,20.225183120159112,Low,Basic
8C0K,"VAPOR DIFFUSION, SITTING DROP",277.0,8.142857142857142,2.66,53.76,HEPES (,0.095,7.1,2255.5714285714284,143.0016,1.0428571428571427,20.210518717850103,Low,Basic
8C4F,"VAPOR DIFFUSION, SITTING DROP",277.0,8.285714285714286,2.63,53.19,HEPES (,0.095,7.7,2295.1428571428573,139.88969999999998,0.5857142857142863,20.224326910902313,Low,Basic
8C4G,"VAPOR DIFFUSION, SITTING DROP",277.0,8.357142857142858,2.64,53.46,HEPES (,0.095,7.7,2314.9285714285716,141.1344,0.6571428571428575,20.24999232954836,Low,Basic
8CRH,"VAPOR DIFFUSION, HANGING DROP",293.0,8.5,2.43,49.3,LITHIUM SULPHATE,0.2,8.5,2490.5,119.799,0.0,20.288057494626543,Medium,Basic
8DTQ,"VAPOR DIFFUSION, SITTING DROP",298.0,4.5,2.33,47.14,SODIUM CHLORIDE,3.0,4.5,1341.0,109.8362,0.0,20.231750973497434,High,Acidic
8E2Z,EVAPORATION,277.0,7.828571428571428,2.48,50.46,AMMONIUM ACETATE,0.2,7.828571428571428,2168.5142857142855,125.1408,0.0,20.346765989207263,Low,Neutral
8K4X,"VAPOR DIFFUSION, SITTING DROP",293.0,5.971428571428572,1.75,29.58,POTASSIUM CHLORIDE,0.2,5.971428571428572,1749.6285714285718,51.765,0.0,16.90284748408715,Medium,Acidic
8PFE,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.51,50.91,0.3 UL PROTEIN + 0.3 UL CRYSTALLIZATION SOLUTION (0.2 M AMMONIUM CITRATE,1.3514147896875048,5.5,1611.5,127.78409999999998,0.0,20.28286044507552,Medium,Acidic
8S9M,"VAPOR DIFFUSION, SITTING DROP",292.0,6.500002775493263,2.08,40.79,POTASSIUM CITRATE TRIBASIC MONOHYDRATE,0.2,6.500002775493263,1898.0008104440328,84.8432,0.0,19.610567494919472,Medium,Neutral
7G9N,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.18,43.64,NPS MIX (0.3 M SODIUM PHOSPHATE DIBASIC DIHYDRATE,0.12,6.5,1904.5,95.13520000000001,0.0,20.018339441128695,Medium,Neutral
7GA7,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.2,44.21,NPS MIX (0.3 M SODIUM PHOSPHATE DIBASIC DIHYDRATE,0.12,6.5,1904.5,97.26200000000001,0.0,20.095445411161176,Medium,Neutral
7YV1,"VAPOR DIFFUSION, SITTING DROP",293.0,6.514285714285714,2.51,50.96,2.0 %V/V TACSIMATE (,1.3417279594106528,5.0,1908.6857142857143,127.9096,1.5142857142857142,20.30278075586424,Medium,Neutral
8AVR,"VAPOR DIFFUSION, SITTING DROP",292.0,4.6,2.93,58.04,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM SULPHATE,1.1931020517819135,4.6,1343.1999999999998,170.0572,0.0,19.808866959431068,Medium,Acidic
8AVS,"VAPOR DIFFUSION, SITTING DROP",292.0,5.6,3.23,61.97,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM ACETATE,1.1061588509899556,5.6,1635.1999999999998,200.1631,0.0,19.18575257407041,Medium,Acidic
8AVT,"VAPOR DIFFUSION, SITTING DROP",292.0,5.6,3.26,62.32,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.2 M AMMONIUM ACETATE,1.099175192842674,5.6,1635.1999999999998,203.1632,0.0,19.1165585532029,Medium,Acidic
8AVU,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.84,33.03,A RACEMIC MIXTURE OF L-AUREOCIN A53 AND D-AUREOCIN A53 AT 40 MG/ML CONCENTRATION WAS MIXED 1:1 WITH 0.7 M SODIUM CITRATE,1.6574092048732103,8.5,2482.0,60.775200000000005,0.0,17.951077200501523,Medium,Basic
8CMC,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.42,49.18,MES,0.1,7.0,2037.0,119.01559999999999,0.0,20.322305651939814,Medium,Neutral
8DA3,"VAPOR DIFFUSION, SITTING DROP",295.0,9.0,1.79,31.13,"AMMONIUM SULFATE
0.1 M BICINE",2.4,9.0,2655.0,55.722699999999996,0.0,17.391051736842606,Medium,Basic
8DA5,"VAPOR DIFFUSION, SITTING DROP",295.0,8.5,2.04,39.58,AMMPO4,2.3,8.5,2507.5,80.7432,0.0,19.401951273553294,Medium,Basic
8DA7,"VAPOR DIFFUSION, SITTING DROP",295.0,8.5,1.79,31.42,AMMSO4,2.5,8.5,2507.5,56.241800000000005,0.0,17.55306281951798,Medium,Basic
8DA8,"VAPOR DIFFUSION, SITTING DROP",295.0,7.0,1.52,19.22,"AMMONIUM SULFATE
100 MM HEPES",2.5,7.0,2065.0,29.214399999999998,0.0,12.644728523204918,Medium,Neutral
8DA9,"VAPOR DIFFUSION, SITTING DROP",295.0,7.0,1.6,23.18,"AMMONIUM SULFATE
0.1M HEPES",2.4,7.0,2065.0,37.088,0.0,14.487490945318159,Medium,Neutral
8DAB,"VAPOR DIFFUSION, SITTING DROP",295.0,8.2,1.97,37.53,AMM2HPO4,2.3,8.2,2419.0,73.9341,0.0,19.05075175088744,Medium,Basic
8DAC,"VAPOR DIFFUSION, SITTING DROP",295.0,8.2,1.53,19.62,AMMSO4,2.5,8.2,2419.0,30.018600000000003,0.0,12.823521030378412,Medium,Basic
8DZV,"VAPOR DIFFUSION, HANGING DROP",293.15,6.5,2.13,42.21,MES,0.1,6.5,1905.475,89.90729999999999,0.0,19.81689210474549,Medium,Neutral
80000000000000,VAPOR DIFFUSION,298.0,5.6,2.54,51.49,AMMONIUM ACETATE,0.2,5.6,1668.8,130.7846,0.0,20.271645562344265,High,Acidic
8E5Q,"VAPOR DIFFUSION, SITTING DROP",295.0,5.5,2.07,40.44,MOLECULAR DIMENSIONS MORPHEUS CONDITION 1-1: 30% PRECIPITANT MIX 1 (30% PEG 500 MME; 20% PEG 20000),1.6077544678753233,5.5,1622.5,83.71079999999999,0.0,19.53622244626935,Medium,Acidic
8E5R,"VAPOR DIFFUSION, SITTING DROP",277.0,7.971428571428571,2.51,50.98,MCSG-3 CONDITION A1: 20% PEG 8000,0.9449168051913102,7.971428571428571,2208.085714285714,127.95979999999999,0.0,20.310748880179727,Low,Neutral
8E8I,VAPOR DIFFUSION,298.0,5.8,2.53,51.36,AMMONIUM ACETATE,0.2,5.8,1728.3999999999999,129.9408,0.0,20.300387233048525,High,Acidic
8EC5,EVAPORATION,298.0,5.8,2.47,50.26,AMMONIUM ACETATE,0.2,5.8,1728.3999999999999,124.1422,0.0,20.348169899526354,High,Acidic
8P91,"VAPOR DIFFUSION, HANGING DROP",296.0,8.0,1.75,29.7,#23 OF JBSCREEN NUC-PRO 1 (JENA BIOSCIENCE) 15% PEG4000,1.8238805417300394,8.0,2368.0,51.975,0.0,16.97141887347493,High,Neutral
8PDI,"VAPOR DIFFUSION, SITTING DROP",293.0,6.5,2.09,41.08,SODIUM NITRATE,0.03,6.5,1904.5,85.85719999999999,0.0,19.655492987802397,Medium,Neutral
8PIQ,"VAPOR DIFFUSION, HANGING DROP",298.0,6.385714285714286,2.38,48.36,IMIDAZOLE,0.1,6.9,1902.9428571428573,115.09679999999999,-0.5142857142857142,20.319319193563363,High,Neutral
8SU1,"VAPOR DIFFUSION, SITTING DROP",294.0,5.2882858912637385,2.08,40.78,BIS-TRIS (,0.1,7.0,1554.7560520315392,84.8224,-1.7117141087362615,19.60575980492317,Medium,Acidic
8SU2,"VAPOR DIFFUSION, SITTING DROP",294.0,6.012741679019674,2.06,40.17,BIS-TRIS (,0.1,6.5,1767.7460536317842,82.7502,-0.4872583209803256,19.499990533985176,Medium,Neutral
8SU3,"VAPOR DIFFUSION, SITTING DROP",294.0,5.397089018033078,2.06,40.34,BIS-TRIS (,0.1,6.6,1586.7441713017251,83.10040000000001,-1.2029109819669213,19.58251476576953,Medium,Acidic
8SU4,"VAPOR DIFFUSION, SITTING DROP",294.0,5.8361748090040955,2.14,42.48,BIS-TRIS (,0.1,6.4,1715.8353938472042,90.9072,-0.5638251909959049,19.850458013804662,Medium,Acidic
8SU5,"VAPOR DIFFUSION, SITTING DROP",294.0,5.7860390460679,2.16,42.93,BIS-TRIS (,0.1,6.3,1701.0954795439627,92.7288,-0.5139609539320995,19.874990798615368,Medium,Acidic
8A7V,MICROBATCH,293.0,7.449999999999999,2.07,40.51,HEPES,0.12,8.0,2182.85,83.85569999999998,-0.5500000000000007,19.570038855053692,Medium,Neutral
8B2E,"VAPOR DIFFUSION, SITTING DROP",293.0,6.171428571428572,3.07,59.95,SODIUM ACETATE,0.9,6.171428571428572,1808.2285714285715,184.0465,0.0,19.527680935608817,Medium,Neutral
8B2F,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,1.83,32.75,TRIGLYCINE ADDED TO THE PROTEIN PRIOR TO CRYSTALLISATION. MORPHEUS SCREEN,0.01,8.5,2482.0,59.932500000000005,0.0,17.896165084062794,Medium,Basic
8COZ,"VAPOR DIFFUSION, HANGING DROP",291.0,7.0,2.43,49.34,LISO4,0.5,7.0,2037.0,119.89620000000002,0.0,20.304518393202308,Medium,Neutral
8DZL,"VAPOR DIFFUSION, SITTING DROP",298.0,5.5,2.04,40.78,WIZARD CRYO 2#30: 40% PEG 600,1.67302867144228,5.5,1639.0,83.19120000000001,0.0,19.99018627932045,High,Acidic
8FX3,"VAPOR DIFFUSION, HANGING DROP",291.0,8.0,2.09,41.22,LITHIUM SULFATE,0.2,8.0,2328.0,86.14979999999998,0.0,19.72247860168488,Medium,Neutral
8GUV,"VAPOR DIFFUSION, HANGING DROP",292.0,4.5,2.33,47.15,PEG 2KMME,2.4,4.5,1314.0,109.8595,0.0,20.236042817149002,Medium,Acidic
8PFT,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.77,ETHYLENE GLYCOL,2.0,4.5,1318.5,77.9277,0.0,19.288547617638002,Medium,Acidic
8PFU,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.04,38.75,ETHYLENE GLYCOL,2.0,4.5,1318.5,79.05,0.0,18.99508872789768,Medium,Acidic
8PFV,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.72,ETHYLENE GLYCOL,2.0,4.5,1318.5,77.82719999999999,0.0,19.26367200812338,Medium,Acidic
8PFW,"VAPOR DIFFUSION, HANGING DROP",293.0,4.5,2.01,38.72,ETHYLENE GLYCOL,2.0,4.5,1318.5,77.82719999999999,0.0,19.26367200812338,Medium,Acidic
8PFX,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.01,38.72,SODIUM FORMATE AND 0.1 M HEPES,2.0,7.5,2197.5,77.82719999999999,0.0,19.26367200812338,Medium,Neutral
8PFY,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.01,38.77,SODIUM FORMATE AND 0.1 M HEPES,2.0,7.5,2197.5,77.9277,0.0,19.288547617638002,Medium,Neutral
7G82,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.51,51.07,TRIS,0.1,8.5,2490.5,128.1857,0.0,20.346605439599426,Medium,Basic
7G83,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.31,TRIS,0.1,8.5,2490.5,129.8143,0.0,20.280624395010122,Medium,Basic
7G8B,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.43,TRIS,0.1,8.5,2490.5,130.1179,0.0,20.32805520630229,Medium,Basic
7G8F,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.53,51.42,TRIS,0.1,8.5,2490.5,130.0926,0.0,20.32410263869461,Medium,Basic
7G8K,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.49,50.69,TRIS,0.1,8.5,2490.5,126.2181,0.0,20.357421543204197,Medium,Basic
7G8R,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.52,51.15,TRIS,0.1,8.5,2490.5,128.898,0.0,20.29761099301151,Medium,Basic
7G8T,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.5,50.76,TRIS,0.1,8.5,2490.5,126.89999999999999,0.0,20.303991878403245,Medium,Basic
7G8V,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.5,50.74,TRIS,0.1,8.5,2490.5,126.85000000000001,0.0,20.295991881603246,Medium,Basic
7G94,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.49,50.65,TRIS,0.1,8.5,2490.5,126.11850000000001,0.0,20.34135729262759,Medium,Basic
7Y8J,"VAPOR DIFFUSION, HANGING DROP",289.0,6.7521317934785365,2.42,49.18,HEPES,0.1,7.5,1951.366088315297,119.01559999999999,-0.7478682065214635,20.322305651939814,Medium,Neutral
7YM9,"VAPOR DIFFUSION, HANGING DROP",293.0,6.542857142857143,2.69,54.25,PEG3350,1.2,6.542857142857143,1917.0571428571427,145.9325,0.0,20.167278748223513,Medium,Neutral
8AC7,"VAPOR DIFFUSION, SITTING DROP",293.0,6.7,2.41,49.01,SODIUM ACETATE,0.1,4.5,1963.1000000000001,118.11410000000001,2.2,20.336091146850144,Medium,Neutral
8B6E,"VAPOR DIFFUSION, SITTING DROP",285.0,4.754354305433826,1.56,21.34,SODIUM HEPES,0.1,7.5,1354.9909770486404,33.2904,-2.745645694566174,13.679478410590763,Medium,Acidic
8B7X,"VAPOR DIFFUSION, HANGING DROP",293.0,6.457142857142857,3.575,26.11,INDEX D3: 0.1M HEPES,1.8341326907398425,6.457142857142857,1891.9428571428573,93.34325,0.0,7.303494460560989,Medium,Neutral
8BAW,"VAPOR DIFFUSION, SITTING DROP",293.0,5.985714285714286,2.07,40.5,MORPHEUS A12: 12.5% PEG 1000,1.554409606704299,5.985714285714286,1753.8142857142857,83.835,0.0,19.565207939513073,Medium,Acidic
8BAX,"VAPOR DIFFUSION, SITTING DROP",293.0,7.4399999999999995,2.0,38.36,MORPH C8: 12.5% PEG1K; 12.5% PEG 3350; 12.5% MPD; 0.03M EACH NPS (NANO3,1.5845042517034678,7.4399999999999995,2179.92,76.72,0.0,19.179990410004795,Medium,Neutral
8C9Y,"VAPOR DIFFUSION, SITTING DROP",293.0,7.140000000000001,2.49,51.0,TRI-SODIUM CITRATE,1.6,7.140000000000001,2092.02,126.99000000000001,0.0,20.481919485172895,Medium,Neutral
8C9Z,"VAPOR DIFFUSION, HANGING DROP",293.0,6.0,2.49,51.0,TRI-SODIUM CITRATE,1.2,6.0,1758.0,126.99000000000001,0.0,20.481919485172895,Medium,Acidic
8GQC,"VAPOR DIFFUSION, HANGING DROP",277.0,8.285714285714285,2.89,57.45,LITHIUM SULFATE MONOHYDRATE,0.2,8.285714285714285,2295.142857142857,166.03050000000002,0.0,19.878885855056797,Low,Basic
8GZO,"VAPOR DIFFUSION, SITTING DROP",277.0,8.285714285714286,1.95,36.94,AMMONIUM ACETATE,0.2,8.285714285714286,2295.1428571428573,72.03299999999999,0.0,18.94358002893332,Low,Basic
8I61,MICROBATCH,293.0,5.5,2.01,38.83,BIS-TRIS,0.1,5.5,1611.5,78.04829999999998,0.0,19.31839834905555,Medium,Acidic
8I62,MICROBATCH,293.0,8.5,2.03,39.44,TRIS,0.1,8.5,2490.5,80.06319999999998,0.0,19.4285618578513,Medium,Basic
8OOG,VAPOR DIFFUSION,293.0,8.0,2.13,42.2,PEG8000,0.8,8.0,2344.0,89.886,0.0,19.81219727126889,Medium,Neutral
8OSE,"VAPOR DIFFUSION, HANGING DROP",287.0,7.9,2.33,47.28,LITHIUM ACETATE DIHYDRATE,0.2,7.9,2267.3,110.1624,0.0,20.291836784619406,Medium,Neutral
8OWF,"VAPOR DIFFUSION, SITTING DROP",287.0,7.647720255503976,2.34,47.4,PEGION A4: 0.2 M LITHIUM CHLORIDE,1.2589086043924604,7.647720255503976,2194.8957133296412,110.916,0.0,20.256401599828376,Medium,Neutral
8OYE,"VAPOR DIFFUSION, SITTING DROP",287.0,7.460374534641802,2.35,47.75,PEGION A1: 0.2 M SODIUM FLUORIDE 20% W/V POLYETHYLENE GLYCOL 3,1.2535554372004398,7.460374534641802,2141.127491442197,112.2125,0.0,20.319140289727535,Medium,Neutral
8PC3,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.18,43.67,PEG3350,3.0,5.5,1611.5,95.20060000000001,0.0,20.032100902706006,Medium,Acidic
8PC8,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.21,44.46,PEG3350,3.0,5.5,1611.5,98.2566,0.0,20.11763795581993,Medium,Acidic
8PCX,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.23,44.86,PEG3350,3.0,5.5,1611.5,100.0378,0.0,20.116582907361924,Medium,Acidic
8PDT,"VAPOR DIFFUSION, SITTING DROP",293.0,6.857142857142857,2.18,43.45,PEG3350,3.0,6.857142857142857,2009.142857142857,94.72100000000002,0.0,19.931183517805724,Medium,Neutral
8PED,"VAPOR DIFFUSION, SITTING DROP",293.0,5.5,2.2,44.04,PEG3350,3.0,5.5,1611.5,96.888,0.0,20.018172719012398,Medium,Acidic
8ST7,"VAPOR DIFFUSION, HANGING DROP",295.0,7.350974242223548,2.16,42.89,PEG 2K MME,2.0,7.350974242223548,2168.5374014559466,92.64240000000001,0.0,19.856472288670233,Medium,Neutral
8TE6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.6,1.75,29.54,SODIUM ACETATE (,0.1,6.5,2226.7999999999997,51.695,1.0999999999999996,16.879990354291227,Medium,Neutral
7QLI,BATCH MODE,293.0,6.849803991222922,2.22,44.52,LITHIUM SULFATE 0.1 M TRIS-CL,0.2,8.5,2006.992569428316,98.83440000000002,-1.650196008777078,20.05404502070044,Medium,Neutral
7QLK,BATCH MODE,295.0,8.4,2.25,45.33,LITHIUM SULFATE,0.2,8.4,2478.0,101.99249999999999,0.0,20.14665771259657,Medium,Basic
7QLL,BATCH MODE,293.0,8.4,2.22,44.65,LITHIUM SULFATE 0.1 M TRIS-CL,0.2,8.5,2461.2000000000003,99.123,-0.09999999999999964,20.11260355288128,Medium,Basic
7RAX,EVAPORATION,277.15,7.083861109164818,2.2,44.06,HEPES,0.1,7.5,1963.2921064050292,96.93200000000002,-0.41613889083518174,20.027263623971077,Low,Neutral
7TAL,"VAPOR DIFFUSION, SITTING DROP",293.0,7.699999999999999,1.98,37.98,LITHIUM SULPHATE,1.0,7.699999999999999,2256.1,75.20039999999999,0.0,19.18180849403611,Medium,Neutral
7Y37,"VAPOR DIFFUSION, HANGING DROP",289.0,6.4768977723964625,1.85,33.48,AMMONIUM CITRATE DIBASIC,0.2,6.4768977723964625,1871.8234562225778,61.937999999999995,0.0,18.09728751497972,Medium,Neutral
7Y5I,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,2.79,55.88,AMMONIUM ACETATE,0.2,5.5,1611.5,155.9052,0.0,20.02866665639188,Medium,Acidic
8A4N,"VAPOR DIFFUSION, SITTING DROP",291.0,5.0,2.18,43.51,DI-AMMONIUMHYDROGEN CITRATE,0.05,5.0,1455.0,94.8518,0.0,19.958706440960345,Medium,Acidic
8A4W,"VAPOR DIFFUSION, SITTING DROP",293.0,4.0,2.16,42.99,MATURE CATHEPSIN L AT A CONCENTRATION OF 7 MG/ML WAS EQUILIBRATED AGAINST 27% W/V PEG 8000,1.5218989790659005,4.0,1172.0,92.85840000000002,0.0,19.90276856353307,Medium,Acidic
8A50,"VAPOR DIFFUSION, SITTING DROP",277.0,8.07142857142857,2.73,54.93,"LICL
0.1 M SODIUM ACETATE TRIHYDRATE",0.2,5.0,2235.7857142857138,149.9589,3.0714285714285694,20.12087175059643,Low,Basic
8CF6,VAPOR DIFFUSION,293.15,6.38269582461976,2.84,57.0,"PEG3350
0.1 M BIS-TRIS",2.5,5.5,1871.0872809872826,161.88,0.88269582461976,20.070415468163567,Medium,Neutral
8CF7,VAPOR DIFFUSION,293.15,7.799999999999999,2.62,54.0,"PEG3350
0.1 M BIS-TRIS",2.5,5.5,2286.5699999999997,141.48000000000002,2.299999999999999,20.610679156229327,Medium,Neutral
8CR3,"VAPOR DIFFUSION, SITTING DROP",291.0,6.542857142857144,2.3285714285714287,46.892857142857146,MAGNESIUM FORMATE,0.2,6.542857142857144,1903.9714285714288,109.19336734693879,0.0,20.138028161582998,Medium,Neutral
8CR4,"VAPOR DIFFUSION, SITTING DROP",291.0,6.542857142857144,2.3285714285714287,46.892857142857146,POTASSIUM CHLORIDE,0.05,6.542857142857144,1903.9714285714288,109.19336734693879,0.0,20.138028161582998,Medium,Neutral
8DHJ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.19,43.83,HEPES,0.1,7.5,2197.5,95.98769999999999,0.0,20.013689491465986,Medium,Neutral
8E3K,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.52,51.23,PEG 3350,0.2,4.6,1347.8,129.09959999999998,0.0,20.329357012159914,Medium,Acidic
8E3R,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.52,51.1,PEG 3350,0.2,4.6,1347.8,128.772,0.0,20.277769731043758,Medium,Acidic
8E4H,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.34,47.4,PEG 3350,0.2,4.6,1347.8,110.916,0.0,20.256401599828376,Medium,Acidic
8E5Y,"VAPOR DIFFUSION, HANGING DROP",293.0,5.4,2.53,51.4,BIS-TRIS,0.1,5.4,1582.2,130.04199999999997,0.0,20.31619750347925,Medium,Acidic
