Entry ID,Crystallization Method,Temp (K),pH,Matthews Coefficient,Percent Solvent Content,Component_1_Name,Component_1_Conc,Component_1_pH,Component_2_Name,Component_2_Conc,Component_2_pH,Component_3_Name,Component_3_Conc,Component_3_pH,Component_4_Name,Component_4_Conc,Component_4_pH,Component_5_Name,Component_5_Conc,Component_5_pH,Component_6_Name,Component_6_Conc,Component_6_pH
7IK2,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.41,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK3,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.36,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK4,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.05,39.97,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK5,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.04,39.67,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK6,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.26,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK7,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.27,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
7IK8,"VAPOR DIFFUSION, SITTING DROP",298.0,6.5,2.06,40.21,MES,100 mM,,,,6.5,W/V PEG4000,30%,,,,,,,,,,
9D1L,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.14,42.49,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1M,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.17,43.32,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1N,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.14,42.49,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1O,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.05,39.93,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1Q,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.15,42.78,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1R,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.15,42.9,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1S,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.13,42.33,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9D1T,"VAPOR DIFFUSION, HANGING DROP",291.0,,2.17,43.33,8-13% (W/V) POLYETHYLENE GLYCOL (PEG) 3350,,,BISTRIS,200 mM,6.5,METHYL-2,6%,,4-PENTANEDIOL (MPD),,,,,,,,
9DNO,"VAPOR DIFFUSION, HANGING DROP",293.15,5.5,2.08,36.46,THE STOCK CONCENTRATION OF UBR1UBR FOR CO-CRYSTALLIZATION IS 7.52 MG/ML. THE LIGAND TO PROTEIN MOLAR RATIO FOR UBR1UBR-RFF CO-CRYSTAL IS 1:2,,,AND THE RESERVOIR CONTAINS 0.1 M BIS-TRIS,,5.5,,,,,,,,,,,,
9DNP,"VAPOR DIFFUSION, HANGING DROP",293.15,,2.32,47.0,THE STOCK CONCENTRATION OF UBR2UBR FOR CO-CRYSTALLIZATION IS 6.2 MG/ML. FOR UBR2UBR-RFF  THE LIGAND TO PROTEIN MOLAR RATIO IS 1:2 AND THE RESERVOIRS CONTAIN 0.1 M BIS-TRIS,,6.3,,,,,,,,,,,,,,,
9DNQ,"VAPOR DIFFUSION, HANGING DROP",293.15,,1.69,27.13,THE STOCK CONCENTRATION OF UBR2UBR FOR CO-CRYSTALLIZATION IS 6.2 MG/ML. FOR UBR2UBR-RYF  THE LIGAND TO PROTEIN MOLAR RATIO IS 1:2 AND THE RESERVOIRS CONTAIN 0.1 M BIS-TRIS,,6.3,,,,,,,,,,,,,,,
9DNR,"VAPOR DIFFUSION, HANGING DROP",293.15,6.3,1.81,32.01,FOR UBR2UBR-RWF CO-CRYSTAL,,,THE LIGAND TO PROTEIN MOLAR RATIO IS 1:5 AND THE RESERVOIR CONTAINS 0.1 M BIS-TRIS,,6.3,,,,,,,,,,,,
9EGA,"VAPOR DIFFUSION, SITTING DROP",291.0,7.0,2.55,51.0,150 MMOL/L DL-MALATE DISSODIC,,,PEG 3350,20%,,,,,,,,,,,,,
9GDG,"VAPOR DIFFUSION, SITTING DROP",293.0,7.3,2.37,48.0,AMMONIUM SULFATE,1.8 M,,HEPES (,0.1 M,7.3,PEG400,5%,,,,,,,,,,
9GQL,"VAPOR DIFFUSION, SITTING DROP",293.0,,2.03,39.38,PEG6000,22 %,,SODIUM ACETATE,0.1 M,4.0,LISO4,0.2 M,,,,,,,,,,
9HT0,"VAPOR DIFFUSION, SITTING DROP",292.15,,2.1,41.51,MORPHEUS 0.09M HALOGENS,,,BUFFER SYSTEM 2,0.1M,6.5,V/V PRECIPITANT MIX 2,50%,,,,,,,,,,
9HT2,"VAPOR DIFFUSION, SITTING DROP",283.15,8.5,2.14,42.53,MORPHEUS 0.09 M HALOGENS,,,BUFFER SYSTEM 3,0.1M,8.5,,,,,,,,,,,,
9I7A,"VAPOR DIFFUSION, HANGING DROP",277.0,5.0,2.5,50.79,AMMONIUM ACETATE,0.4 M,5.0,,,,,,,,,,,,,,,
9I7B,"VAPOR DIFFUSION, HANGING DROP",293.0,4.6,2.7,54.37,"AMMONIUM SULFATE
28% PEG MME 2000
0.1 M SODIUM ACETATE",0.15 M,4.6,,,,,,,,,,,,,,,
9I7I,"VAPOR DIFFUSION, SITTING DROP",277.0,4.6,2.19,43.91,"AMMONIUM SULFATE
28% PEG MME 2000
0.1 M SODIUM ACETATE",0.15 M,4.6,,,,,,,,,,,,,,,
9J1Q,"VAPOR DIFFUSION, SITTING DROP",298.0,,2.26,45.65,MES MONOHYDRATE (,0.1 M,6.0,,,,,,,,,,,,,,,
9J1X,"VAPOR DIFFUSION, SITTING DROP",298.0,,2.32,47.02,POTASSIUM SODIUM TARTRATE TETRAHYDRATE (,0.2 M,7.2,,,,,,,,,,,,,,,
9JSE,"VAPOR DIFFUSION, SITTING DROP",294.0,7.5,1.92,36.06,PEG 80000,25%,,AMMONIUM SULFATE,0.1M,,HEPES,0.1M,,,,,,,,,,
9MUG,"VAPOR DIFFUSION, HANGING DROP",298.0,,2.02,39.22,MES,0.1 M,6.0,SODIUM ACETATE,0.1 M,,AND 25% PEG 3350,,,,,,,,,,,
9MUX,"VAPOR DIFFUSION, HANGING DROP",283.15,7.0,1.8,31.68,HEPES BUFFER 25%PEG3350,0.1M,,,,,,,,,,,,,,,,
9QX6,"VAPOR DIFFUSION, HANGING DROP",289.0,,2.07,40.64,PEG3350,20%,,CALCIUM ACETATE,0.2M,,,,,,,,,,,,,
9RBG,"VAPOR DIFFUSION, HANGING DROP",293.0,4.0,1.92,35.97,SODIUM CHLORIDE,1.1 M,,SODIUM ACETATE,0.1 M,4.0,,,,,,,,,,,,
9RBT,"VAPOR DIFFUSION, HANGING DROP",293.0,4.0,2.03,39.26,SODIUM CHLORIDE,1.1 M,,SODIUM ACETATE,0.1 M,4.0,,,,,,,,,,,,
9RWD,"VAPOR DIFFUSION, SITTING DROP",292.0,8.5,2.37,48.02,TRIS,70 mM,8.5,PEG 2000,4.375%,,PEG 3350,4.375%,,PEG 4000,4.375%,,PEG METHYL ETHER 5000,4.375%,,ETHYLENE GLYCOL,30%,
8QZB,"VAPOR DIFFUSION, HANGING DROP",290.0,8.0,2.55,51.7,"PROTEIN BUFFER: 
20MM TRIS/HCL",,8.0,,,,,,,,,,,,,,,
9C95,"VAPOR DIFFUSION, SITTING DROP",298.0,6.0,2.21,44.3,CALCIUM ACETATE,0.2M,,SODIUM CACODYLATE,0.1M,6.0,PEG 8000,18%,,,,,,,,,,
9C9B,"VAPOR DIFFUSION, SITTING DROP",298.0,5.5,2.17,43.44,CALCIUM ACETATE,0.2M,,SODIUM CACODYLATE,0.1M,,PEG 8000,18%,,,,,,,,,,
9CVB,"VAPOR DIFFUSION, HANGING DROP",277.15,8.5,2.08,40.74,TRISHCL (,0.1 M,8.5,(W/V) PEG 2000 MME,25%,,,,,,,,,,,,,
9CWU,"VAPOR DIFFUSION, HANGING DROP",277.15,8.5,2.09,41.21,TRISHCL (,0.1 M,8.5,PEG 2000 MME,25% (w/v),,,,,,,,,,,,,
9CYA,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.04,39.69,HEPES-K,0.1 M,,,,7.5,0.2-0.4 M SODIUM ACETATE,,,PEG 3350,20%,,,,,,,
9EG9,"VAPOR DIFFUSION, SITTING DROP",293.15,4.8,3.63,66.09,SODIUM ACETATE TRIHYDRATE,0.1 M,4.8,AMMONIUM SULFATE AND 30% (V/V) GLYCEROL,1.8 M,,,,,,,,,,,,,
9EYB,"VAPOR DIFFUSION, HANGING DROP",293.0,7.0,2.54,51.59,AMMONIUM SULFATE AND 0.1M HEPES PH: 7.0,2.8M,,,,,,,,,,,,,,,,
9EYC,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.57,52.17,AMMONIUM SULFATE,1.8M,,0.05 NAI AND 0.1M TRIS PH: 6.5,,,,,,,,,,,,,,
9EYE,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.41,49.0,AMMONIUM SULFATE AND 0.1M TRIS PH: 6.5,2.0M,,,,,,,,,,,,,,,,
9EYF,"VAPOR DIFFUSION, HANGING DROP",293.0,6.8,1.68,26.73,AMMONIUM SULFATE AND 0.1M TRIS PH: 6.7,2.2M,,,,,,,,,,,,,,,,
9F0V,"VAPOR DIFFUSION, SITTING DROP",294.15,,2.16,42.95,AMMONIUM SULPHATE,2.0 M,,ETHANOL,5%,,,,,,,,,,,,,
9GAM,"VAPOR DIFFUSION, HANGING DROP",293.0,8.0,2.59,52.51,LITHIUM SULFATE,0.2 M,,TRIS,0.1 M,8.5,PEG 4000 20%,,,SODIUM AZIDE,3 mM,,,,,,,
9IAP,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.55,51.81,MAGNESIUM CHLORIDE,0.2mM,,PEG 2000,20%,,SODIUM ACETATE,100mM,4.4,,,,,,,,,
9IAW,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.54,51.52,MAGNESIUM CHLORIDE,0.2mM,,PEG 2000,20%,,SODIUM ACETATE,100mM,4.4,,,,,,,,,
9IAY,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.55,51.69,MAGNESIUM CHLORIDE,0.2mM,,PEG 2000,20%,,SODIUM ACETATE,100mM,4.4,,,,,,,,,
9IB4,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.55,51.71,MAGNESIUM CHLORIDE,0.2mM,,PEG 2000,20%,,SODIUM ACETATE,100mM,4.4,,,,,,,,,
9IB5,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.53,51.42,MAGNESIUM CHLORIDE,0.2mM,,PEG 2000,20%,,SODIUM ACETATE,100mM,4.4,,,,,,,,,
9IH6,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.17,43.3,AMMONIUM SULFATE,2M,,NA/K TARTRATE AND 0.1M SODIUM CITRATE,1M,,,,,,,,,,,,,
9IH7,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.11,41.64,AMMONIUM SULFATE AND 0.1M BIS-TRIS,2M,,,,,,,,,,,,,,,,
9IHA,"VAPOR DIFFUSION, HANGING DROP",293.0,6.5,2.57,52.13,AMMONIUM SULFATE AND 0.1M BIS-TRIS,2M,,,,,,,,,,,,,,,,
9JIT,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.66,53.78,AMMONIUM SULFATE,2.0M,,TRIS-HCL BUFFER (,20mM,7.5,ISOPROPANOL,3%,,,,,,,,,,
9JIV,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.7,54.5,AMMONIUM SULFATE,2.0M,,TRIS-HCL BUFFER (,20mM,7.5,ISOPROPANOL,3%,,,,,,,,,,
9JIY,"VAPOR DIFFUSION, HANGING DROP",293.0,,2.69,54.29,AMMONIUM SULFATE,2.0M,,TRIS-HCL BUFFER (,20mM,7.5,ISOPROPANOL,3%,,,,,,,,,,
9JIZ,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.71,54.62,AMMONIUM SULFATE,2.0M,,TRIS-HCL BUFFER (,20mM,7.5,ISOPROPANOL,3%,,,,,,,,,,
9JJ0,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.72,54.76,AMMONIUM SULFATE,2.0M,,TRIS-HCL BUFFER (,20mM,7.5,ISOPROPANOL,3%,,,,,,,,,,
9NSW,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.34,47.46,LITHIUM SULFATE,0.2 M,,HEPES,0.1 M,,,,7.5,PEG3350,25%,,,,,,,
9OU6,"VAPOR DIFFUSION, HANGING DROP",298.0,,2.33,47.24,10-14% V/V PEG300,,,0.1BM MES,,,,,6.0,,,,,,,,,
9U3O,"VAPOR DIFFUSION, SITTING DROP",290.0,4.5,2.48,50.42,BIS-TRIS,0.1 M,5.5,AMMONIUM SULFATE,2.0 M,,,,,,,,,,,,,
9FPF,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.1,41.55,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPG,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.1,41.36,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPH,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.09,41.04,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPI,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.07,40.71,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPJ,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.1,41.47,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPK,"VAPOR DIFFUSION, HANGING DROP",291.15,,2.08,40.73,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPL,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.09,41.23,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPN,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.08,40.97,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9FPO,"VAPOR DIFFUSION, HANGING DROP",291.15,7.5,2.09,41.21,HEPES,0.1M,7.5,PEG 2000MME 14-18%,,,,,,,,,,,,,,
9G4K,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.4,48.83,MGCL2,0.1 M,,HEPES-NAOH,0.1 M,7.0,PEG4000,21 %,,,,,,,,,,
9GXY,"VAPOR DIFFUSION, SITTING DROP",293.0,8.5,2.4,48.75,ORIGINAL CRYSTAL: 47.5 MICROLITER CK2ALPHAPRIME MIXED WITH 2.5  MICROLITER OF A 20 MM CX-4945 SOLUTION IN DMSO TO A FINAL CONCENTRATION OF 5 MG PER ML PROTEIN AND 1 MM CX-4945. RESERVOIR (900 MM LICL,,,TRIS HCL,250 mM,,,,8.5,PEG 6000) WAS MIXED 1:2 WITH PROTEIN STOCK. CRYSTAL WERE OPTIMIZED BY MICRO- AND MACROSEEDING. IOR-160 WAS INTRODUCED BY BACK-SOAKING: 8 MICROLITER RESERVOIR WERE MIXED FOR THIS WITH WITH 2 MICROLITER OF A 10 MM IOR-160 STOCK IN DMSO. THE CRYSTAL WAS SOAKED IN 4 MICROLITERS OF THIS SOLUTION OF 72 HOURS.,28 %,,,,,,,
9I6S,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.72,54.77,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6T,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.69,54.27,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6U,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.71,54.69,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6V,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.72,54.73,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6W,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.71,54.66,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6X,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.71,54.6,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I6Z,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.66,53.82,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I70,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.67,53.91,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I71,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.68,54.16,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I72,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.65,53.6,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I73,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.68,54.08,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9I75,"VAPOR DIFFUSION, SITTING DROP",277.0,,2.67,53.92,"HEPES PH=7.1-7.7
0.19 M CACL2 
5% GLYCEROL
24-29% PEG400",0.095 M,,,,,,,,,,,,,,,,
9IVL,"VAPOR DIFFUSION, HANGING DROP",293.0,,1.73,29.11,LITHIUM CHLORIDE,0.2M,,PEG 4000,20%,,,,,,,,,,,,,
9KL6,"VAPOR DIFFUSION, HANGING DROP",293.0,7.5,2.5,50.75,HEPES-NAOH,0.1M,,,,7.5,AMMONIUM SULFATE,1.6M,,,,,,,,,,
9KOJ,"VAPOR DIFFUSION, HANGING DROP",295.15,7.6,2.0,38.56,CITRIC ACID,0.03M,,BIS-TRIS PROPANE,0.07M,,W/V POLYETHYLENE GLYCOL 3350,20%,,,,,,,,,,
9OUF,"VAPOR DIFFUSION, HANGING DROP",293.0,5.5,1.9,35.38,AMMONIUM ACETATE,0.1 M,,BISTRISHCL,0.1 M,5.5,PEG 10,17 %,,000,,,,,,,,
9PHG,"VAPOR DIFFUSION, SITTING DROP",277.0,5.5,2.18,43.7,AMMONIUM ACETATE,100 mM,,BIS-TRIS METHANE,100 mM,,,,5.5,PEG10000,17%,,,,,,,
9PLY,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.23,44.9,PEG 3350,20%,,MAGNESIUM FORMATE,0.2 M,,,,,,,,,,,,,
9Q88,"VAPOR DIFFUSION, SITTING DROP",293.0,7.0,1.82,82.57,MOLECULAR DIMENSIONS; 0.09 M HALOGENS,,,BUFFER SYSTEM 1,0.1 M,6.5,V/V PRECIPITANT MIX 4,37.5 %,,,,,,,,,,
9RAZ,"VAPOR DIFFUSION, HANGING DROP",295.0,7.4,2.03,39.43,"0.15-0.2 M (NH4)3-CITRATE
21-23% PEG 3350",,,,,,,,,,,,,,,,,
9CT7,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.14,42.46,18-23% PEG3350 + 0.11-0.2M NACL + 0.10M BIS TRIS,,5.5,,,,,,,,,,,,,,,
9CT8,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.15,42.76,22-27% PEG3350 + 0.11-0.20M NACL  + 0.10M MES,,5.5,,,,,,,,,,,,,,,
9CT9,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.13,42.13,PEG 3350 + 0.20M SODIUM CHLORIDE + 0.10M MES,20%,5.5,,,,,,,,,,,,,,,
9CTB,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.16,42.98,MES 5.5,0.1 M,,PEG3350,20%,,NACL,0.1 M,,,,,,,,,,
9DMF,"VAPOR DIFFUSION, SITTING DROP",293.15,,2.43,49.46,POTASSIUM DIHYDROGEN PHOSPHATE,0.04 M,,GLYCEROL,20% (v/v),,AND 16% (W/V) POLYETHYLENE GLYCOL 8000,,,,,,,,,,,
9E3S,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.16,43.15,MES 6 PH,0.1 M,,0.1-0.2 M NACL,,,21-26 %W/V PEG 3350,,,,,,,,,,,
9G1A,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.28,46.05,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1B,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.32,46.94,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1C,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.45,49.75,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1D,"VAPOR DIFFUSION, SITTING DROP",291.0,,2.45,49.74,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1E,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.19,43.79,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1F,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.19,43.85,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1G,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.19,43.91,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1H,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.43,49.43,FOSAKP IN 10 MM HEPES,25 mg/mL,,,,7.5,NACL WAS SUPPLEMENTED WITH 6 MM MNCL2 AND MIXED WITH AN EQUAL VOLUME OF 16% (W/V) PEG3350,75 mM,,MGCL2,0.25 M,,KBR,0.2 M,,BISTRIS,0.1 M,
9G1I,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.11,41.57,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1J,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.11,41.61,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1K,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.09,41.15,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1L,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.25,45.39,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1M,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.11,41.72,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1N,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.09,41.06,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1O,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.1,41.53,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
9G1P,"VAPOR DIFFUSION, SITTING DROP",291.0,5.5,2.25,45.42,THE PROTEIN WAS CRYSTALLIZED BY MIXING 0.45 UL OF 12 MG/ML PROTEIN SOLUTION IN 10 MM HEPES,,,,,7.5,NACL,50 mM,,WITH 0.45 UL 16% (W/V) PEG3350,,,MGCL2,0.25 M,,KBR,0.2 M,
